Entry,EC number
Q74MD3,6.1.1.1
B3R0D7,6.1.1.1
Q5V4J1,6.1.1.1
Q98Q81,6.1.1.1
B9DSZ3,6.1.1.1
C4V6W1,6.1.1.1
B8JFS8,6.1.1.1
Q5LZR6,6.1.1.1
Q2RSR3,6.1.1.1
A1ADJ6,2.3.1.136
C1F763,2.7.7.60
A5CW51,2.7.7.60
Q1J200,2.7.7.60
Q39ZL5,2.7.7.60
A9IS87,2.7.7.60
A6LPA6,2.7.7.60
B0V5E6,2.7.7.60
Q21YT7,2.7.7.60
Q253C1,2.7.7.60
B1I0S9,2.7.7.60
Q9JTM3,2.7.7.60
Q8R7S6,2.7.7.60
Q137C3,2.7.7.60
Q9L0Q8,2.7.7.60
B2RJ15,2.7.7.60
Q2LUS9,2.7.7.60
Q7MQW9,2.7.7.60
B5YF77,2.7.7.60
Q2GEM3,2.7.7.60
Q1LTP8,2.7.7.60
A5N4M5,2.7.7.60
P40363,3.1.2.12
Q32EQ3,3.1.2.12
Q92QZ0,1.1.1.262
P58711,1.1.1.262
B2IDU5,1.1.1.262
Q17ZN0,1.1.1.262
O67019,1.1.1.262
O85987,1.1.1.262
A9MQG1,1.1.1.262
Q9A7N4,1.1.1.262
Q30S58,1.1.1.262
A8FMU4,1.1.1.262
Q7UMZ2,1.1.1.262
Q89ZK3,1.1.1.262
Q92TP3,1.1.1.262
Q9CKG8,1.1.1.262
Q9I1Q5,1.1.1.262
A1B196,1.5.1.49
Q63FA5,1.5.1.49
A1B3I3,4.2.1.96
A1TND7,4.2.1.96
Q1AUE0,4.2.1.96
A1SSU3,4.2.1.96
Q4UKS5,4.2.1.96
B0RTH5,4.2.1.96
B4SAU0,4.2.1.96
P38744,4.2.1.96
Q11PN9,4.2.1.96
Q31HZ6,4.2.1.96
A1K7V8,4.2.1.96
Q47IX1,4.2.1.96
A5IDI1,4.2.1.96
Q6QJ72,4.2.1.96
Q82M02,4.2.1.96
Q3JXT0,4.2.1.96
Q9H0N5,4.2.1.96
Q9LU63,4.2.1.96
Q9TZH6,4.2.1.96
A1B8Z3,2.6.1.35
A6M334,2.4.1.21
Q9RWS1,2.4.1.21
Q7W6L5,2.4.1.21
B8FBH4,2.4.1.21
Q31IB5,2.4.1.21
Q2T6R2,2.4.1.21
Q2RS50,2.4.1.21
Q2YB48,2.4.1.21
B2KE25,2.4.1.21
Q6KHP2,2.4.1.21
B0SFJ4,2.4.1.21
Q2JKU0,2.4.1.21
A9KMA3,2.4.1.21
Q7UPY2,2.4.1.21
Q8ET54,2.4.1.21
Q9KDX6,2.4.1.21
B5YG91,2.4.1.21
B1I4F5,2.4.1.21
A1VC53,2.4.1.21
Q9Z6V8,2.4.1.21
B3PGN5,2.4.1.21
Q3JEW3,2.4.1.21
Q3AFH3,5.3.1.9
A9I734,5.3.1.9
Q2JX86,5.3.1.9
Q9PMD4,5.3.1.9
Q6LXQ4,5.3.1.9
Q6YQU0,5.3.1.9
Q9RDY2,5.3.1.9
B2I056,5.3.1.9
Q3BUL3,5.3.1.9
Q21M11,5.3.1.9
P18240,5.3.1.9
Q0RVH6,5.3.1.9
Q8EVU1,5.3.1.9
B6J6S3,5.3.1.9
Q9KX58,5.3.1.9
Q2NB79,5.3.1.9
Q5SLL6,5.3.1.9
B9J8H9,5.3.1.9
Q92MQ8,5.3.1.9
B3QPU5,3.5.1.88
Q8G487,3.5.1.88
Q2S316,3.5.1.88
B3DUG9,3.5.1.88
Q9FUZ2,3.5.1.88
Q6AQ98,3.5.1.88
Q82TW4,3.5.1.88
B2S3Z6,3.5.1.88
B4S291,3.5.1.88
Q9ZDV8,3.5.1.88
Q9XAQ2,3.5.1.88
A8ZUK5,3.5.1.88
A9WHG7,3.5.1.88
B9L0C1,3.5.1.88
B1GZ10,3.5.1.88
Q97G95,3.5.1.88
Q83AK6,3.5.1.88
A8LE21,3.5.1.88
Q8EE60,3.5.1.88
Q98PN3,3.5.1.88
P43522,3.5.1.88
Q4WVZ3,3.2.1.22
A6KWM0,3.2.1.22
B2UL12,3.2.1.22
B3PGJ1,3.2.1.22
C8VJZ7,3.2.1.22
O34645,3.2.1.22
P06720,3.2.1.22
Q55B10,3.2.1.22
Q8A2Z5,3.2.1.22
Q9FT97,3.2.1.22
Q9URZ0,3.2.1.22
Q9X4Y0,3.2.1.22
Q9C1S9,3.2.1.91
E4Q361,3.2.1.91
A1DJ47,3.2.1.39
C1IE32,3.2.1.39
D4AQ83,3.2.1.39
Q03467,3.2.1.39
O49353,3.2.1.39
A0A1D8PJA8,3.2.1.39
P49236,3.2.1.39
P50694,3.2.1.39
P52409,3.2.1.39
P23433,3.2.1.39
Q06915,3.2.1.39
P46992,3.2.1.39
Q8L868,3.2.1.39
Q94G86,3.2.1.39
Q9FGH4,3.2.1.39
Q6NKW9,3.2.1.39
Q9P7X4,3.2.1.39
Q9C7U5,3.2.1.39
B8NIX4,3.2.1.55
A7LXT8,3.2.1.55
A7LXU0,3.2.1.55
P96463,3.2.1.55
P45982,3.2.1.55
P94552,3.2.1.55
P95470,3.2.1.55
Q2UIM2,3.2.1.55
Q841V6,3.2.1.55
P94531,3.2.1.55
Q5AUX2,3.2.1.55
A1DMD5,1.14.13.9
A2Q9N7,1.14.13.9
A6H1P4,1.14.13.9
P0CO49,1.14.13.9
Q11PP7,1.14.13.9
Q1DDU6,1.14.13.9
A8Y432,1.14.13.9
Q6C9M8,1.14.13.9
Q5WY16,1.14.13.9
Q8PAD3,1.14.13.9
Q2UQY2,3.1.3.84
Q6BPN4,3.1.3.84
A6QXU0,3.1.3.84
A7TJY9,3.1.3.84
Q04299,3.1.3.84
Q0UHC0,3.1.3.84
Q5A1V3,3.1.3.84
Q6CHN5,3.1.3.84
Q2UB83,4.2.2.2
P0C1A2,4.2.2.2
P0C1A7,4.2.2.2
P14005,4.2.2.2
P28744,4.2.2.2
P24396,4.2.2.2
P72242,4.2.2.2
Q5BA93,4.2.2.2
O34310,4.2.2.2
Q93Z04,4.2.2.2
Q9SCG9,4.2.2.2
O65456,4.2.2.2
Q4WAW5,1.14.14.118
A1DA65,1.14.14.119
A1C9D4,3.1.1.73
B8NPT0,3.1.1.73
D4AS70,3.1.1.73
Q9HGR3,3.1.1.73
Q9P979,3.1.1.73
Q7RWX8,3.1.1.73
B8M9H9,3.1.1.73
A1DJ20,2.5.1.107
P95480,1.14.19.9
A1IHE6,1.14.13.226
A1IHE7,3.1.1.114
A1IIX2,1.14.14.27
A2QAP8,1.13.11.37
A1IIX5,1.5.1.37
B6CDL6,1.5.1.37
O87008,1.5.1.37
Q8GME2,1.5.1.37
A4W5B9,3.6.1.22
A6VQT1,3.6.1.22
Q19427,3.6.1.22
A6V6Z8,3.6.1.22
Q4R7L8,3.6.1.22
Q6LLW5,3.6.1.22
Q8JZU0,3.6.1.22
Q94A82,3.6.1.22
Q9CA40,3.6.1.22
Q9LE73,3.6.1.22
Q9RV62,3.6.1.22
Q9Y7J0,3.6.1.22
P66974,2.1.1.200
A8F0B2,4.98.1.1
B2V955,4.98.1.1
B3CLU1,4.98.1.1
P57779,4.98.1.1
Q8GCV0,4.98.1.1
O59786,4.98.1.1
B1ZSW3,4.98.1.1
Q2K4C4,4.98.1.1
B4RD10,4.98.1.1
Q9RV98,4.98.1.1
A5WH56,4.98.1.1
P54225,4.98.1.1
P39597,4.98.1.1
O84492,4.98.1.1
A0Q6Z1,4.98.1.1
Q6MHT3,4.98.1.1
O04921,4.98.1.1
Q978U9,4.98.1.1
Q5WZB4,4.98.1.1
Q3Z396,4.98.1.1
P0A6E1,2.7.1.71
C5A784,2.7.1.71
A6GZJ6,2.7.1.71
B8GPV2,2.7.1.71
B3DXL1,2.7.1.71
Q17YU7,2.7.1.71
O84372,2.7.1.71
Q8RF94,2.7.1.71
Q2S4T0,2.7.1.71
Q7UU71,2.7.1.71
B1I3D6,2.7.1.71
B8E0Z4,2.7.1.71
Q72IW2,2.7.1.71
B0K9C2,2.7.1.71
A8LY07,2.7.1.71
Q2RMW1,2.7.1.71
B1KT67,2.7.1.71
B0TL77,2.7.1.71
B9E6S1,2.7.1.71
B2K633,5.3.1.23
C9SB02,5.3.1.23
B8PBR2,5.3.1.23
B0SFD6,5.3.1.23
O60185,5.3.1.23
B8C6V3,5.3.1.23
C5M614,5.3.1.23
A8ZYA5,5.3.1.23
B3E3M5,5.3.1.23
Q4CY36,5.3.1.23
Q4JB92,5.3.1.23
Q75EI1,5.3.1.23
B2VZQ8,5.3.1.23
Q8KBH1,5.3.1.23
Q93169,5.3.1.23
Q9YE84,5.3.1.23
A8A1C2,4.4.1.15
A1L4V7,4.4.1.15
Q6ZHE5,4.4.1.15
B4TZ41,1.1.1.79
F4I907,1.1.1.79
P74180,2.4.1.129
P9WN97,2.4.1.129
Q2K330,2.4.1.129
B2I5D0,2.4.1.129
Q39YM0,2.4.1.129
D0KXY3,2.4.1.129
A5EY04,2.4.1.129
B4RQC6,2.4.1.129
P58119,2.4.1.129
Q44775,2.4.1.129
P39604,2.4.1.129
O83514,2.4.1.129
F2JVW9,2.4.1.129
Q9MUM4,2.4.1.129
F8GAB4,2.4.1.129
D4G8R2,2.4.1.129
O07639,2.4.1.129
D5X4H4,2.4.1.129
Q3SVC8,2.4.1.129
Q0VLR6,2.4.1.129
Q39JR9,2.4.1.129
Q28VR9,2.4.1.129
Q145P6,1.7.1.13
A1VF25,1.7.1.13
Q5HS73,1.7.1.13
A8GM19,1.7.1.13
B0VUX1,1.7.1.13
A4SG19,1.7.1.13
B0K421,1.7.1.13
B5EP57,1.7.1.13
Q2J7K4,1.7.1.13
A4SQJ9,1.7.1.13
Q3SRK3,1.7.1.13
Q8K9N6,1.7.1.13
Q329N6,5.1.3.20
A1VGB0,5.1.3.20
Q8RIA5,5.1.3.20
B8ZRL0,3.6.1.26
A1KQF4,2.3.1.288
Q5F8V5,3.1.11.6
Q24V00,3.1.11.6
Q0TPD5,3.1.11.6
Q7UTZ9,3.1.11.6
A9KMC1,3.1.11.6
Q7VFE5,3.1.11.6
B9KHB8,3.1.11.6
A8F8T5,3.1.11.6
B1HRX7,3.1.11.6
A6Q232,3.1.11.6
A6T178,3.1.11.6
B9M0X3,3.1.11.6
Q83FR7,3.1.11.6
Q3A3Z3,3.1.11.6
Q8REN3,3.1.11.6
Q3YXT4,3.5.3.11
P72703,3.5.3.11
Q57757,3.5.3.11
O42887,3.5.3.11
Q81JT1,3.5.3.11
A1KVW0,1.14.99.60
Q7W1A7,1.14.99.60
O74826,1.14.99.60
P75728,1.14.99.60
Q1QA35,1.14.99.60
Q2RNK3,1.14.99.60
Q220S2,1.14.99.60
A1KXI1,3.4.21.4
O97399,3.4.21.4
P00765,3.4.21.4
P00775,3.4.21.4
C0HKA5,3.4.21.4
P29787,3.4.21.4
P35049,3.4.21.4
P52905,3.4.21.4
P54629,3.4.21.4
Q8IYP2,3.4.21.4
B5RQE7,2.4.2.29
A5USV3,2.4.2.29
Q9PKK0,2.4.2.29
Q65S94,2.4.2.29
C0R0X6,2.4.2.29
O28787,2.4.2.29
B9K8N7,2.4.2.29
Q2J5Y1,2.7.7.23
A3PBY5,2.7.7.23
Q58501,2.7.7.23
A4XIS1,2.7.7.23
A1USU8,2.7.7.23
B9KHH2,2.7.7.23
O94617,2.7.7.23
O74933,2.7.7.23
Q04DS4,2.7.7.23
A9AKB1,2.7.7.23
Q18493,2.7.7.23
Q31RJ9,2.7.7.23
Q54GN5,2.7.7.23
Q1IWX3,2.7.7.23
Q67JC8,2.7.7.23
Q73IM4,2.7.7.23
Q8RHM3,2.7.7.23
Q8SQS1,2.7.7.23
C5C8I6,3.5.2.7
A5FZB8,3.5.2.7
A4WKX3,3.5.2.7
A5IVB2,3.5.2.7
A6H0H4,3.5.2.7
Q5V1C1,3.5.2.7
B8GA45,3.5.2.7
Q1AYH1,3.5.2.7
Q2IHZ6,3.5.2.7
Q55CY3,3.5.2.7
A9AW17,3.5.2.7
Q6AKP5,3.5.2.7
Q6L2W1,3.5.2.7
Q8RFG1,3.5.2.7
Q9HLJ0,3.5.2.7
Q9RZ05,3.5.2.7
B8HCF8,2.4.1.250
A0KU76,2.1.1.190
A1SSB8,2.1.1.190
A5IBU7,2.1.1.190
B7I675,2.1.1.190
B3PL62,2.1.1.190
E1SSZ4,2.1.1.190
F2JTX5,2.1.1.190
F2GA29,2.1.1.190
Q0VP26,2.1.1.190
E1V4F9,2.1.1.190
B1XU70,2.1.1.190
Q31DJ1,2.1.1.190
Q3IDM6,2.1.1.190
Q88MB9,2.1.1.190
Q47WQ1,2.1.1.190
Q5R111,2.1.1.190
Q606W5,2.1.1.190
E1W218,2.1.1.190
Q9PAY7,2.1.1.190
A3D186,3.6.1.41
A9N9I1,3.6.1.41
A6UZ94,3.6.1.41
B8D747,3.6.1.41
Q9KD90,3.6.1.41
P75442,3.6.1.41
Q2G297,3.6.1.41
B7MNQ8,3.6.1.41
Q89AV3,3.6.1.41
Q8D3I0,3.6.1.41
Q8DY32,3.6.1.41
Q9PBJ4,3.6.1.41
A4XI71,2.7.1.39
Q4W557,2.7.1.39
Q9HKR6,2.7.1.39
Q73X44,2.7.1.39
Q8R711,2.7.1.39
A8EWD5,2.7.1.39
Q9WZ15,2.7.1.39
A9ANP0,2.7.1.39
Q3AAV5,2.7.1.39
B2A8C9,2.7.1.39
A9BGN7,2.7.1.39
Q2YBJ8,2.7.1.39
A4FZP2,2.7.1.39
A5I2A9,2.7.1.39
Q6AG73,2.7.1.39
Q02AL5,2.7.1.39
Q8TYG6,2.7.1.39
B0R6D7,2.7.1.39
Q9RRU5,2.7.1.39
A1BJF6,2.7.1.39
Q4UU32,2.7.1.39
B8CW89,2.7.1.39
Q2RIX1,2.7.1.39
A3MXE6,1.5.1.5
A4X776,1.5.1.5
A5V1H2,1.5.1.5
A5ILJ9,1.5.1.5
A6LU44,1.5.1.5
A9NE96,1.5.1.5
B3PMJ8,1.5.1.5
B5Y9D1,1.5.1.5
B9KZ23,1.5.1.5
C0R292,1.5.1.5
C5CI88,1.5.1.5
P55818,1.5.1.5
Q0AZF5,1.5.1.5
Q14NV1,1.5.1.5
Q7M8X1,1.5.1.5
Q18GK1,1.5.1.5
Q6KID0,1.5.1.5
Q8EV80,1.5.1.5
Q98QV3,1.5.1.5
A3DLV7,2.1.1.98
A6VJP1,2.1.1.98
A7IA21,2.1.1.98
O27902,2.1.1.98
O29866,2.1.1.98
Q2NFJ8,2.1.1.98
Q3IS55,2.1.1.98
Q979Z8,2.1.1.98
A4YHI8,2.1.1.98
Q9HJT0,2.1.1.98
Q9YDI2,2.1.1.98
A1RUA9,4.1.1.11
A7IAB9,4.1.1.11
Q8FU86,4.1.1.11
Q9X037,4.1.1.11
A7IHU0,4.1.1.11
Q5E6F9,4.1.1.11
A1BDG1,4.1.1.11
Q7UQU4,4.1.1.11
Q83EA4,4.1.1.11
Q9HV68,4.1.1.11
A9A947,6.1.1.21
P60922,6.1.1.21
Q9PBC2,6.1.1.21
B1YCS2,6.1.1.21
A5FSR7,6.1.1.21
Q4FND9,6.1.1.21
Q8D1Y2,6.1.1.21
Q6E6B4,6.1.1.21
Q0SP28,6.1.1.21
A2SQI5,6.1.1.21
Q8RGJ5,6.1.1.21
B2J5J5,6.1.1.21
Q3B1Z1,6.1.1.21
B1H0I8,6.1.1.21
Q7NBS9,6.1.1.21
Q9RUN5,6.1.1.21
Q892X7,6.1.1.21
Q68X64,6.1.1.21
P60918,6.1.1.21
C0QFI0,6.1.1.21
O66522,6.1.1.21
Q1AWC4,6.1.1.21
A5VTT4,6.1.1.21
B2KBC0,6.1.1.21
Q83FF5,6.1.1.21
Q57764,4.1.1.19
B0R6U7,4.1.1.19
P49726,4.1.1.19
B3QM53,4.1.1.19
Q9HK30,4.1.1.19
Q9V173,4.1.1.19
Q83HU4,4.2.3.4
Q7UWN8,4.2.3.4
B1HTD2,4.2.3.4
C1F548,4.2.3.4
B9DNV1,4.2.3.4
Q92A81,4.2.3.4
Q4FNG5,4.2.3.4
A5FRZ7,4.2.3.4
B3QMM2,4.2.3.4
A8MH15,4.2.3.4
Q9V1H9,4.2.3.4
B2UYK8,4.2.3.4
Q96Y96,4.2.3.4
Q6HL38,4.2.3.4
B2A259,4.2.3.4
O84374,4.2.3.4
B3DUF9,4.2.3.4
Q01Q15,4.2.3.4
Q894C9,4.2.3.4
A1RVH4,2.1.3.3
A8FM43,2.1.3.3
P96108,2.1.3.3
P59779,2.1.3.3
A9WQ88,2.1.3.3
B2UML6,2.1.3.3
Q92BC1,2.1.3.3
O67607,2.1.3.3
P11803,2.1.3.3
P84010,2.1.3.3
Q9RY70,2.1.3.3
Q0C4M2,2.1.3.3
Q18E28,2.1.3.3
B0V6G5,2.1.3.3
Q72T26,2.1.3.3
Q7UQZ6,2.1.3.3
Q8KDE2,2.1.3.3
A1RXB2,2.7.7.67
A3DM64,2.7.7.67
Q8ZYR4,2.7.7.67
A6UQY1,2.7.7.67
O26920,2.7.7.67
Q0W6Q1,2.7.7.67
O28534,2.7.7.67
B9LSA9,2.7.7.67
Q9YF05,2.7.7.67
B6YUC9,2.7.7.67
Q9HLW7,2.7.7.67
Q6G0Y4,6.1.1.20
C3N028,6.1.1.20
A4YIL0,6.1.1.20
B0R806,6.1.1.20
Q8EUJ8,6.1.1.20
B0C6I2,6.1.1.20
B5ZBV3,6.1.1.20
Q822B5,6.1.1.20
Q9WUA2,6.1.1.20
B9DPU8,6.1.1.20
A1RYS1,6.1.1.20
Q7UP75,6.1.1.20
Q6MMJ2,6.1.1.20
A9CS50,6.1.1.20
P94282,6.1.1.20
A9B8B9,6.1.1.20
Q8U260,6.1.1.20
B7J278,6.1.1.20
Q740J1,6.1.1.20
A1RYX5,3.6.1.15
A2BL86,3.6.1.15
A3DNY5,3.6.1.15
A3MX10,3.6.1.15
A8MB70,3.6.1.15
B1L726,3.6.1.15
B2A6V4,3.6.1.15
O27140,3.6.1.15
Q9UZ81,3.6.1.15
O67322,3.6.1.15
Q18411,3.6.1.15
Q8TKK3,3.6.1.15
Q4JCN8,3.6.1.15
Q8TX49,3.6.1.15
Q3ZC91,3.6.1.15
Q96YL7,3.6.1.15
Q97AR1,3.6.1.15
Q97WP0,3.6.1.15
Q9CQA9,3.6.1.15
A1RZJ9,1.1.1.261
A1RV58,1.1.1.261
Q65GC3,1.1.1.261
C3MQ22,1.1.1.261
B1L7K1,1.1.1.261
A4IP94,1.1.1.261
O28599,1.1.1.261
A3CX71,1.1.1.261
Q8TJU1,1.1.1.261
Q5WL08,1.1.1.261
Q9HJ16,1.1.1.261
A6URL4,1.1.1.261
Q9KBR3,1.1.1.261
Q3IK32,2.4.2.21
C4XMZ1,2.4.2.21
B3QNS6,2.4.2.21
Q97JB4,2.4.2.21
Q05603,2.4.2.21
Q180T6,2.4.2.21
B5ZSC4,2.4.2.21
Q47JS4,2.4.2.21
Q4UXQ4,2.4.2.21
Q8RF14,2.4.2.21
Q0TRK5,2.4.2.21
Q9S2R1,2.4.2.21
Q0HIL5,3.5.1.96
Q15TS5,3.5.1.96
Q62LN3,3.5.1.96
Q3IGV3,3.5.1.96
A3M9D1,3.5.1.96
Q7N2H1,3.5.1.96
Q7NU26,3.5.1.96
A1S7A3,2.3.2.29
Q0A7X7,2.3.2.29
Q0APD6,2.3.2.29
B4SP02,2.3.2.29
Q04SK8,2.3.2.29
A4VLV4,2.3.2.29
Q480P3,2.3.2.29
Q3J7Z6,2.3.2.29
Q5FUV3,2.3.2.29
A3M311,2.3.2.29
A5F7F2,2.3.2.29
A4JE23,2.3.2.29
Q21U27,4.1.3.40
Q5P5L9,4.1.3.40
Q47AZ9,4.1.3.40
Q31DN1,4.1.3.40
Q0AGZ8,4.1.3.40
Q3SLJ3,4.1.3.40
Q1QSG3,4.1.3.40
Q0VTA8,4.1.3.40
Q15ZU0,4.1.3.40
A4STB6,4.1.3.40
Q3IHW4,4.1.3.40
B5R7T2,4.1.3.40
Q1I4M5,4.1.3.40
A1T086,4.1.3.40
Q9CMB5,4.1.3.40
Q1QE02,4.1.3.40
Q9HTK1,4.1.3.40
C1ATN6,2.6.1.52
A7H543,2.6.1.52
A5EV80,2.6.1.52
Q5WWT0,2.6.1.52
B2GBS2,2.6.1.52
A5FH28,2.6.1.52
Q6LPD9,2.6.1.52
C4L432,2.6.1.52
P33330,2.6.1.52
B8D7K4,2.6.1.52
P91856,2.6.1.52
Q03W65,2.6.1.52
Q10349,2.6.1.52
A8FVN8,2.6.1.52
Q0I322,2.6.1.52
P52878,2.6.1.52
A1SG03,1.13.11.11
A9B4J6,1.13.11.11
B4RUH2,1.13.11.11
Q95NN1,1.13.11.11
Q55DB4,1.13.11.11
Q6MM37,1.13.11.11
Q7VYS6,1.13.11.11
Q8PQ80,1.13.11.11
A1A0U7,6.3.1.19
C7MCY7,6.3.1.19
A1SR31,2.7.7.87
A3M154,2.7.7.87
A5EW39,2.7.7.87
A6VT87,2.7.7.87
D4G8K6,2.7.7.87
Q7VQB9,2.7.7.87
P57561,2.7.7.87
P9WGC9,2.7.7.87
Q0VTD8,2.7.7.87
Q31JQ7,2.7.7.87
Q86U90,2.7.7.87
A8GYH9,2.7.7.87
Q1Q7W4,2.7.7.87
Q5F5I5,2.7.7.87
Q60369,2.7.7.87
Q3SG43,2.7.7.87
Q8D257,2.7.7.87
Q970S6,2.7.7.87
B1VNF2,5.4.99.62
C1EXK2,5.4.99.62
C5CEY9,5.4.99.62
B0K1M3,5.4.99.62
B8F777,5.4.99.62
B1VU78,5.4.99.62
Q8NR09,5.4.99.62
Q8TDQ7,3.5.99.6
B8D185,3.5.99.6
B3DQQ9,3.5.99.6
Q8P0E0,3.5.99.6
B1KFS0,3.5.99.6
Q8CTR3,3.5.99.6
Q5JDU3,3.5.99.6
C0ZJF8,3.5.99.6
B1HUU8,3.5.99.6
Q98QJ9,3.5.99.6
B0BTR9,3.1.2.6
B7KEB4,3.1.2.6
Q7MQ55,3.1.2.6
Q5WX41,3.1.2.6
Q21C03,3.1.2.6
A9L0E9,3.1.2.6
Q0AE32,3.1.2.6
Q5ZI23,3.1.2.6
A5FZE9,3.1.2.6
B2I5S5,3.1.2.6
P75849,3.1.2.6
Q162S3,3.1.2.6
Q21J46,3.1.2.6
Q60BX0,3.1.2.6
A1IPQ8,3.1.2.6
Q04RQ6,3.1.2.6
Q6LN63,3.1.2.6
Q54MR1,3.1.2.6
Q3IIR9,3.1.2.6
A1SS88,3.1.2.6
Q4FP49,3.1.2.6
O24495,3.1.2.6
A3QBR4,2.1.1.45
Q23695,2.1.1.45
Q5D189,2.1.1.45
Q02Y43,2.1.1.45
O81395,2.1.1.45
P20712,2.1.1.45
Q27828,2.1.1.45
Q2TA32,2.1.1.45
Q67JQ1,2.1.1.45
Q8RGP6,2.1.1.45
Q9UWQ5,2.1.1.45
A1STJ9,3.2.1.26
F8DT27,3.2.1.26
P0DJA7,3.2.1.26
H2DF87,3.2.1.26
O33833,3.2.1.26
O42878,3.2.1.26
O59852,3.2.1.26
P07819,3.2.1.26
P10594,3.2.1.26
P13394,3.2.1.26
P40714,3.2.1.26
P24133,3.2.1.26
P43471,3.2.1.26
P13522,3.2.1.26
Q05936,3.2.1.26
Q56UD1,3.2.1.26
Q69T31,3.2.1.26
A5EZZ8,3.2.1.26
Q28RA7,3.1.13.5
Q5NPM2,3.1.13.5
A8GFH0,3.1.13.5
P44442,3.1.13.5
Q6G329,3.1.13.5
P10907,7.6.2.10
Q6G194,7.6.2.10
A1SWR2,3.6.1.54
B0TLV4,3.6.1.54
B0U5J4,3.6.1.54
Q8D8Q9,3.6.1.54
C4LG06,3.6.1.54
B6IZ08,3.6.1.54
Q3J8Y6,3.6.1.54
B0UVZ2,3.6.1.54
Q7MTZ8,3.6.1.54
Q5P1I2,3.6.1.54
Q493A2,3.6.1.54
Q7W865,3.6.1.54
Q8D2V8,3.6.1.54
Q8Y081,3.6.1.54
Q9A716,3.6.1.54
A9N432,2.7.1.2
Q3BTE6,2.7.1.2
B8GXA8,2.7.1.2
B6JMU2,2.7.1.2
B3PXK6,2.7.1.2
P0A4E1,2.7.1.2
P21908,2.7.1.2
Q9KCZ4,2.7.1.2
B2J224,2.7.1.2
Q1QFN5,2.7.1.2
Q2SPT0,2.7.1.2
Q21LZ9,2.7.1.2
Q2W5F9,2.7.1.2
P9WIN0,2.7.1.2
Q56198,2.7.1.2
Q6CUZ3,2.7.1.2
Q46QB2,2.7.1.2
Q92407,2.7.1.2
Q9X1I0,2.7.1.2
A1SZ19,2.1.1.172
A1U204,2.1.1.172
B2HYF8,2.1.1.172
A6VMV4,2.1.1.172
A0KPP9,2.1.1.172
B6EL06,2.1.1.172
A6VRG3,2.1.1.172
B4S2L3,2.1.1.172
A1JJ89,2.1.1.172
Q057M1,2.1.1.172
Q0HRD8,2.1.1.172
Q0VP64,2.1.1.172
Q15ZS7,2.1.1.172
Q1QUF2,2.1.1.172
Q3ILJ2,2.1.1.172
Q3K705,2.1.1.172
Q47VN0,2.1.1.172
Q89AI2,2.1.1.172
Q8K9L5,2.1.1.172
B6D1N4,1.14.13.113
Q8PDQ6,1.14.13.113
Q5NXZ4,2.7.7.27
A0RK86,2.7.7.27
Q7MJ49,2.7.7.27
P15280,2.7.7.27
Q3SH75,2.7.7.27
Q7UXF5,2.7.7.27
Q72G72,2.7.7.27
Q8D7E0,2.7.7.27
A0LVY3,2.7.7.27
Q0A757,1.4.3.5
Q4FS02,1.4.3.5
A6H098,1.4.3.5
A6WE21,1.4.3.5
A1ULM8,1.4.3.5
Q7UKQ9,1.4.3.5
Q9UTQ1,1.4.3.5
Q7VP83,1.4.3.5
Q72PF1,1.4.3.5
Q20939,1.4.3.5
Q2N6B2,1.4.3.5
Q31IR4,1.4.3.5
Q4FN05,1.4.3.5
Q5WZ02,1.4.3.5
Q6MK45,1.4.3.5
Q83D18,1.4.3.5
Q8A7E7,1.4.3.5
Q8D2L7,1.4.3.5
A1TXT7,3.4.13.9
B3GZT0,3.4.13.9
Q11136,3.4.13.9
P81535,3.4.13.9
P21165,3.4.13.9
Q5QVP2,3.4.13.9
Q5QXH5,3.4.13.9
P46545,3.4.13.9
Q976I1,5.4.99.27
A7H5G6,5.4.99.27
Q3IMF3,5.4.99.27
B2UU74,5.4.99.27
Q72N01,5.4.99.27
Q5QUC5,5.4.99.27
A4WLG8,5.4.99.27
Q487E7,5.4.99.27
P60348,5.4.99.27
B3PJA9,5.4.99.27
O67616,5.4.99.27
O27572,5.4.99.27
Q466V2,5.4.99.27
A1TZ52,5.4.99.27
Q4FR14,5.4.99.27
Q3BUS6,5.4.99.27
Q8U0N1,5.4.99.27
A4SRB7,5.4.99.27
Q9RSX8,5.4.99.27
Q31J61,5.4.99.27
Q5X4T2,5.4.99.27
A1U1J4,2.1.1.186
A1WXL3,2.1.1.186
A6VWM5,2.1.1.186
B0RUG0,2.1.1.186
Q4KFD4,2.1.1.186
C1DB52,2.1.1.186
C4ZJM0,2.1.1.186
Q0A8J8,2.1.1.186
Q0VP88,2.1.1.186
Q1QUU9,2.1.1.186
Q2SJS1,2.1.1.186
A7IIX3,2.1.1.67
C5BIS1,2.1.1.67
A0Q3W9,2.1.1.67
Q4UST1,2.1.1.67
C3K732,2.1.1.67
Q17QQ2,2.1.1.67
Q5ZRP5,2.1.1.67
Q6F8H8,2.1.1.67
B5FEQ9,2.1.1.67
Q93JT2,2.1.1.67
Q9RYX9,2.5.1.3
A7GAL0,2.5.1.3
Q9S2V2,2.5.1.3
Q9KCY8,2.5.1.3
Q8U192,2.5.1.3
B4TQK3,2.5.1.3
B0SE83,2.5.1.3
O67378,2.5.1.3
Q8ESZ3,2.5.1.3
Q8XKQ8,2.5.1.3
A4XBL2,2.5.1.3
